Genre_1,Genre_2,Genre_3,Shirt,Shoes,Sweater,Pants,Accessories
Metal,Classical,Latin,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Punk,Ambient,Pop,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Jazz,Metal,Classical,Vintage Shirt,Suede Shoes,Jazz Club Hoodie,Chinos,Fedora Hat
Country,Latin,Reggae,Denim Vest,Cowboy Boots,Country Cardigan,Denim Overalls,Bolo Tie
Rock,Acoustic,Hip Hop/Rap,Leather Jacket,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Classical,Electronic,Rock,Formal Shirt,Elegant Loafers,Formal Jacket,Tailored Pants,Cufflinks
Reggae,Instrumental,Hip Hop/Rap,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Classical,Latin,Other,Formal Shirt,Elegant Loafers,Vest,Formal Trousers,Silk Scarf
Instrumental,Indie,Ambient,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Rock,Easy Listening,Country,Studded Vest,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Classical,Jazz,Electronic,Blazer,Elegant Loafers,Formal Jacket,Formal Trousers,Cufflinks
Dance,Acoustic,Ambient,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Electronic,Pop,Jazz,Neon Tee,Glowing Sneakers,Electronic Band Hoodie,LED Pants,LED Necklace
Jazz,Acoustic,World Music,Silk Shirt,Classic Loafers,Casual Blazer,Slacks,Pocket Square
Easy Listening,Hip Hop/Rap,Folk,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Latin,Country,Rock,Generic Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Country,Metal,Acoustic,Plaid Shirt,Cowboy Boots,Country Cardigan,Denim Overalls,Bolo Tie
World Music,Punk,Latin,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Blues,Folk,Experimental,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Jazz,Hip Hop/Rap,Dance,Vintage Shirt,Suede Shoes,Jazz Club Hoodie,Slacks,Pocket Square
Instrumental,World Music,Metal,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Instrumental,Ambient,Hip Hop/Rap,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Blues,Soul/R&B,Hip Hop/Rap,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Latin,World Music,Other,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Generic Accessory
Rock,Metal,Dance,Band Tee,Leather Boots,Rock Band Hoodie,Leather Pants,Choker
Dance,Ambient,World Music,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Classical,Rock,Folk,Blazer,Classic Shoes,Vest,Formal Trousers,Silk Scarf
Experimental,Latin,Rock,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Country,Easy Listening,Reggae,Denim Vest,Rustic Loafers,Knit Sweater,Denim Overalls,Bolo Tie
Vocal,Country,Latin,Generic Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
Electronic,Punk,Soul/R&B,LED Jacket,Light-up Shoes,Futuristic Sweater,LED Pants,Glowing Bracelet
Indie,World Music,Instrumental,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Vocal,Hip Hop/Rap,Country,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Experimental,Jazz,Country,Casual Tee,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Instrumental,Jazz,Experimental,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Reggae,Country,Ambient,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Generic Accessory
Indie,Hip Hop/Rap,Ambient,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Electronic,Dance,Instrumental,Futuristic Hoodie,Glowing Sneakers,Electronic Band Hoodie,LED Pants,Glowing Bracelet
Latin,World Music,Instrumental,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Rock,Reggae,Easy Listening,Studded Vest,Studded Sneakers,Denim Jacket,Ripped Jeans,Choker
Vocal,Hip Hop/Rap,Indie,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Vocal,Metal,Easy Listening,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Latin,Instrumental,Reggae,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Casual Hat
Hip Hop/Rap,Latin,World Music,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Ambient,Instrumental,Hip Hop/Rap,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Casual Hat
Other,Easy Listening,Acoustic,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Classical,Experimental,Pop,Formal Shirt,Classic Shoes,Vest,Tailored Pants,Cufflinks
World Music,Reggae,Experimental,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Indie,Pop,World Music,Casual Tee,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Country,Soul/R&B,Blues,Plaid Shirt,Rustic Loafers,Knit Sweater,Denim Overalls,Bolo Tie
Instrumental,Easy Listening,Experimental,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Other,World Music,Country,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Formal Tie
Punk,Folk,Reggae,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Instrumental,Acoustic,Soul/R&B,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Generic Accessory
World Music,Indie,Metal,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Latin,Instrumental,Dance,Generic Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Dance,Country,Acoustic,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Country,Soul/R&B,World Music,Denim Vest,Rustic Loafers,Knit Sweater,Denim Overalls,Cowboy Hat
Jazz,Experimental,Metal,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Chinos,Pocket Square
Other,Electronic,World Music,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Generic Accessory
World Music,Instrumental,Easy Listening,Formal Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Pop,Country,Instrumental,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Reggae,World Music,Electronic,Generic Shirt,Formal Shoes,Generic Sweater,Generic Pants,Casual Hat
World Music,Hip Hop/Rap,Pop,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Instrumental,Classical,Rock,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Country,Punk,Experimental,Plaid Shirt,Cowboy Boots,Knit Sweater,Bootcut Jeans,Bolo Tie
Experimental,Dance,Hip Hop/Rap,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Classical,World Music,Instrumental,Blazer,Classic Shoes,Formal Jacket,Formal Trousers,Cufflinks
Hip Hop/Rap,World Music,Punk,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Generic Accessory
Other,Latin,Soul/R&B,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Latin,Experimental,Ambient,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Other,Reggae,Vocal,Formal Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Formal Tie
Soul/R&B,Dance,Rock,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Jazz,Metal,World Music,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Slacks,Pocket Square
World Music,Reggae,Pop,Formal Shirt,Formal Shoes,Generic Sweater,Generic Pants,Casual Hat
Reggae,Pop,Acoustic,Casual Tee,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Experimental,Ambient,Soul/R&B,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Formal Tie
Jazz,Ambient,Indie,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Slacks,Fedora Hat
Dance,Soul/R&B,Vocal,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Vocal,Instrumental,Ambient,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Ambient,Dance,Soul/R&B,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Indie,Classical,Jazz,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Acoustic,Punk,Jazz,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Electronic,Country,Acoustic,LED Jacket,Glowing Sneakers,Electronic Band Hoodie,LED Pants,Glowing Bracelet
Dance,Instrumental,Pop,Formal Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Latin,Acoustic,World Music,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Vocal,Metal,Experimental,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Metal,Punk,Blues,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Jazz,Soul/R&B,Instrumental,Vintage Shirt,Classic Loafers,Jazz Club Hoodie,Chinos,Pocket Square
Dance,Reggae,Classical,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Reggae,Ambient,Rock,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Pop,Electronic,Rock,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
Electronic,Punk,Jazz,LED Jacket,Light-up Shoes,Electronic Band Hoodie,Futuristic Trousers,Glowing Bracelet
Vocal,Indie,Soul/R&B,Formal Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Pop,Easy Listening,Metal,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Classical,Country,Hip Hop/Rap,Formal Shirt,Classic Shoes,Formal Jacket,Tailored Pants,Silk Scarf
Electronic,Reggae,Punk,Neon Tee,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Instrumental,Latin,World Music,Generic Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Classical,Acoustic,Punk,Formal Shirt,Classic Shoes,Vest,Tailored Pants,Cufflinks
Latin,Classical,Easy Listening,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Jazz,Reggae,Hip Hop/Rap,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Chinos,Pocket Square
Electronic,Experimental,Ambient,LED Jacket,Glowing Sneakers,Futuristic Sweater,Futuristic Trousers,LED Necklace
Ambient,Classical,Punk,Casual Tee,Formal Shoes,Formal Jacket,Generic Pants,Casual Hat
Instrumental,Country,Folk,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Soul/R&B,Blues,Dance,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Vocal,Latin,Punk,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Instrumental,Vocal,Country,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Rock,Reggae,Ambient,Band Tee,Leather Boots,Rock Band Hoodie,Ripped Jeans,Choker
Country,Ambient,Metal,Plaid Shirt,Rustic Loafers,Country Cardigan,Denim Overalls,Cowboy Hat
Other,Blues,Hip Hop/Rap,Generic Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Generic Accessory
Vocal,Rock,Folk,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Jazz,Metal,Soul/R&B,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Slacks,Pocket Square
Latin,Acoustic,Dance,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Rock,Ambient,World Music,Leather Jacket,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Choker
Rock,Jazz,Easy Listening,Studded Vest,Leather Boots,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Easy Listening,Acoustic,Indie,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Classical,Reggae,Acoustic,Formal Shirt,Classic Shoes,Vest,Formal Trousers,Silk Scarf
Indie,Instrumental,Electronic,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Ambient,Other,Soul/R&B,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Pop,Jazz,Ambient,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Reggae,Experimental,Blues,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Formal Tie
Vocal,Rock,Soul/R&B,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Folk,Hip Hop/Rap,Jazz,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Dance,Latin,Easy Listening,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Instrumental,Blues,Rock,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Blues,Electronic,Classical,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Classical,Country,Metal,Blazer,Elegant Loafers,Formal Jacket,Tailored Pants,Cufflinks
Vocal,Pop,Ambient,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Generic Accessory
Latin,Country,Blues,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Soul/R&B,Experimental,Reggae,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Country,Jazz,Vocal,Plaid Shirt,Cowboy Boots,Knit Sweater,Bootcut Jeans,Cowboy Hat
Country,Dance,Blues,Plaid Shirt,Cowboy Boots,Knit Sweater,Bootcut Jeans,Bolo Tie
Acoustic,World Music,Latin,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Generic Accessory
Rock,Classical,Latin,Studded Vest,Leather Boots,Denim Jacket,Ripped Jeans,Leather Bracelet
Easy Listening,Ambient,Hip Hop/Rap,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Vocal,Latin,Country,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Metal,Latin,Rock,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
Soul/R&B,World Music,Ambient,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Punk,Latin,Country,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Electronic,Rock,Reggae,LED Jacket,Glowing Sneakers,Electronic Band Hoodie,Futuristic Trousers,Glowing Bracelet
Dance,Jazz,Experimental,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Classical,Soul/R&B,Ambient,Formal Shirt,Elegant Loafers,Formal Jacket,Formal Trousers,Silk Scarf
Vocal,Punk,Classical,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
World Music,Latin,Soul/R&B,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Experimental,Latin,World Music,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Experimental,Blues,Ambient,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Rock,Indie,Jazz,Leather Jacket,Leather Boots,Denim Jacket,Leather Pants,Leather Bracelet
Other,Punk,Indie,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Soul/R&B,Blues,Acoustic,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Ambient,Reggae,Rock,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Other,Ambient,Jazz,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Acoustic,Experimental,Ambient,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Acoustic,Experimental,Pop,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Punk,Other,Vocal,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Jazz,Punk,Folk,Silk Shirt,Classic Loafers,Jazz Club Hoodie,Slacks,Fedora Hat
Latin,Blues,Hip Hop/Rap,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Dance,Vocal,Instrumental,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Folk,Soul/R&B,Instrumental,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Generic Accessory
Rock,Instrumental,Folk,Leather Jacket,Studded Sneakers,Denim Jacket,Leather Pants,Choker
Hip Hop/Rap,Blues,Dance,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Country,Soul/R&B,Other,Plaid Shirt,Rustic Loafers,Country Cardigan,Denim Overalls,Bolo Tie
Rock,Indie,Electronic,Studded Vest,Leather Boots,Denim Jacket,Ripped Jeans,Choker
Dance,Other,Experimental,Formal Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Pop,Other,Ambient,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Soul/R&B,Metal,Dance,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Blues,Easy Listening,Metal,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Metal,Electronic,Instrumental,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Pop,Acoustic,Experimental,Formal Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
World Music,Jazz,Punk,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Vocal,Latin,Easy Listening,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Casual Hat
Jazz,Electronic,Acoustic,Silk Shirt,Suede Shoes,Casual Blazer,Slacks,Fedora Hat
Soul/R&B,Jazz,Indie,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Reggae,Other,Classical,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Generic Accessory
Ambient,World Music,Vocal,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Punk,Metal,Blues,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Acoustic,Instrumental,Folk,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Rock,Classical,Reggae,Band Tee,Leather Boots,Denim Jacket,Leather Pants,Leather Bracelet
Experimental,Indie,Punk,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Reggae,Jazz,Rock,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Latin,Classical,Indie,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Soul/R&B,Other,World Music,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Experimental,Electronic,Ambient,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Formal Tie
Blues,Metal,Latin,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Reggae,Soul/R&B,Other,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Dance,Classical,Jazz,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Electronic,Blues,Experimental,Neon Tee,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,LED Necklace
Easy Listening,Ambient,Metal,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Pop,Acoustic,Folk,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Acoustic,Jazz,Reggae,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Vocal,Indie,Acoustic,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Latin,Classical,Ambient,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Reggae,Soul/R&B,Country,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Electronic,Rock,Vocal,LED Jacket,Light-up Shoes,Electronic Band Hoodie,LED Pants,Glowing Bracelet
Country,Rock,Blues,Denim Vest,Cowboy Boots,Country Cardigan,Bootcut Jeans,Cowboy Hat
Jazz,Instrumental,Ambient,Vintage Shirt,Suede Shoes,Casual Blazer,Slacks,Pocket Square
Rock,Experimental,Country,Leather Jacket,Leather Boots,Denim Jacket,Ripped Jeans,Leather Bracelet
Experimental,Pop,Reggae,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Electronic,Metal,Pop,Futuristic Hoodie,Light-up Shoes,Electronic Band Hoodie,Futuristic Trousers,Glowing Bracelet
Ambient,Dance,Soul/R&B,Formal Shirt,Formal Shoes,Generic Sweater,Generic Pants,Generic Accessory
Indie,Country,Other,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Hip Hop/Rap,Acoustic,Vocal,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Electronic,Acoustic,Easy Listening,LED Jacket,Glowing Sneakers,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Electronic,Jazz,Rock,LED Jacket,Glowing Sneakers,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
World Music,Dance,Classical,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Soul/R&B,Acoustic,Blues,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Acoustic,Reggae,Electronic,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Dance,World Music,Reggae,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Dance,Instrumental,Classical,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Dance,Reggae,Country,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Vocal,Folk,Rock,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Country,Instrumental,Experimental,Plaid Shirt,Rustic Loafers,Knit Sweater,Denim Overalls,Cowboy Hat
Punk,Vocal,Reggae,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Dance,World Music,Instrumental,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
World Music,Electronic,Instrumental,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Casual Hat
Punk,Indie,Metal,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Rock,Acoustic,Metal,Leather Jacket,Studded Sneakers,Denim Jacket,Ripped Jeans,Choker
Latin,Reggae,Vocal,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Other,Classical,Dance,Casual Tee,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Folk,Reggae,Acoustic,Generic Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Generic Accessory
Latin,Jazz,Hip Hop/Rap,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Punk,Indie,Blues,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Metal,Experimental,Folk,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Soul/R&B,Pop,Instrumental,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Easy Listening,Punk,Country,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
